,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,PG1,PG2
208,0,0,18,1,0,0,1,1,4,3,3,2,1,2,0,0,0,0,0,1,1,0,1,5,2,3,1,2,3,2,8,10
209,0,0,17,0,1,1,4,4,1,3,4,1,2,2,0,0,1,1,1,1,1,1,0,4,3,3,1,2,5,2,12,12
210,1,0,18,1,1,1,4,3,3,5,1,1,1,2,0,0,1,0,0,1,1,1,1,3,1,2,1,3,2,2,15,15
211,0,1,19,0,1,1,1,1,5,3,4,2,2,1,1,0,0,0,0,1,1,0,0,4,3,2,1,3,5,0,5,8
212,1,1,15,1,0,0,2,1,3,5,3,2,4,1,0,0,0,0,0,1,1,1,0,4,5,5,2,5,5,0,12,11
213,1,0,17,0,0,1,4,4,3,5,4,2,1,1,0,0,1,0,0,1,1,0,0,5,2,1,1,2,3,6,12,11
214,0,0,18,1,0,1,2,2,3,3,3,1,2,3,0,0,0,0,0,1,1,1,1,5,4,5,1,4,3,0,11,12
215,0,1,15,0,0,1,4,1,2,3,2,1,1,2,0,0,1,0,1,1,1,1,0,5,3,4,1,2,2,0,12,13
216,0,1,17,0,1,1,1,1,5,3,4,1,3,1,0,0,0,0,0,0,0,0,0,4,2,3,3,4,4,4,12,13
217,1,1,17,1,0,0,4,1,3,5,1,2,2,1,0,0,0,0,1,1,1,1,1,4,5,4,2,4,5,22,11,11
218,1,0,17,1,1,1,2,4,4,2,2,2,2,2,0,0,1,0,0,1,1,1,1,4,3,3,1,1,1,6,15,16
219,1,1,15,1,1,1,4,2,1,5,1,2,1,2,0,0,1,0,0,1,1,0,0,4,3,3,2,2,5,4,11,12
220,1,1,16,1,1,1,4,4,2,5,3,2,1,1,0,0,1,0,1,1,1,1,0,3,4,4,1,4,5,4,12,13
221,0,1,18,1,0,1,1,3,4,3,3,2,1,1,0,0,0,0,0,1,0,1,1,4,3,3,2,3,3,0,9,10
222,0,0,15,0,0,1,2,2,5,5,4,1,1,3,0,1,1,0,0,1,1,0,0,4,4,3,2,2,5,2,14,11
223,1,1,15,1,0,1,4,2,1,5,3,2,1,1,0,0,0,0,0,1,1,1,0,3,5,2,1,1,3,10,18,17
224,1,0,18,1,1,1,3,2,5,3,4,2,1,3,0,0,0,0,0,1,1,1,1,5,4,3,2,3,1,4,14,16
225,1,0,20,1,1,1,1,0,5,5,2,2,2,1,1,1,0,0,0,1,1,1,1,5,3,1,1,1,5,5,8,10
226,0,1,15,1,1,1,2,2,2,5,2,2,3,1,0,0,0,0,0,1,1,0,0,4,3,3,1,2,4,1,13,12
227,0,1,17,0,1,1,2,2,5,5,3,2,3,1,1,0,1,0,0,0,1,1,0,4,4,5,1,2,5,0,10,9
228,0,0,18,1,1,0,2,4,5,3,2,1,1,2,1,0,1,0,0,1,1,1,0,2,3,2,1,3,1,8,8,5
229,0,1,17,1,1,1,3,2,5,5,4,1,2,2,0,0,1,1,0,1,1,1,0,4,1,2,2,2,1,0,13,14
230,1,0,15,1,1,1,4,2,2,3,1,2,1,3,0,0,1,0,1,1,1,1,1,3,2,2,1,1,5,0,14,14
231,1,0,16,1,1,0,3,1,3,5,3,2,1,2,0,0,1,0,0,1,1,1,0,2,3,3,2,2,4,2,11,11
232,0,0,16,1,1,1,2,2,5,3,3,1,1,1,1,0,1,1,1,0,1,1,0,4,4,3,1,4,3,1,9,10
233,1,0,18,1,0,1,2,2,4,3,3,2,1,2,1,0,1,0,0,0,1,1,1,5,3,1,1,1,5,16,9,8
234,1,1,15,1,1,1,3,4,5,5,2,1,1,1,0,0,0,0,0,1,1,1,0,3,4,3,1,2,4,2,14,13
235,0,0,18,0,1,1,2,2,4,5,4,2,2,3,0,0,0,0,0,1,1,0,0,5,3,3,1,3,4,0,14,17
236,1,0,16,1,0,1,3,1,5,5,1,1,1,2,0,1,1,0,0,1,1,0,0,3,3,3,2,3,2,0,12,13
237,1,0,18,1,0,1,2,2,5,5,1,0,1,2,0,0,0,0,1,0,1,1,1,4,3,3,1,1,2,0,10,9
238,1,0,18,1,1,1,1,1,5,5,1,2,2,2,0,1,0,0,1,1,1,1,0,5,4,4,1,1,4,0,12,13
239,1,1,15,1,1,0,4,4,5,3,2,2,1,4,0,0,1,0,1,0,1,1,1,1,3,3,5,5,3,0,11,12
240,1,1,17,1,0,0,3,2,5,5,2,2,1,2,0,0,1,0,0,1,1,1,0,4,4,4,1,2,5,10,16,18
241,1,1,16,0,0,1,3,3,1,5,1,1,3,1,0,0,1,0,1,1,1,1,0,3,3,4,3,5,3,16,10,11
242,0,0,18,1,1,1,1,2,5,5,3,1,1,2,1,0,1,0,1,1,1,1,1,3,4,4,2,3,5,9,9,8
243,1,1,17,1,1,1,3,2,3,3,3,2,2,1,3,0,1,0,1,0,0,0,0,4,5,2,1,1,2,10,8,7
244,1,1,18,1,0,1,4,4,5,5,2,1,1,1,0,0,1,0,0,1,1,1,0,4,2,5,3,4,5,2,8,9
245,1,0,16,1,1,1,4,4,5,5,2,2,1,1,0,0,0,0,1,0,1,1,0,5,3,4,1,2,1,4,12,13
246,1,1,18,1,0,1,2,1,3,5,3,2,3,2,1,0,0,0,1,0,0,1,0,4,4,5,4,4,5,4,11,10
247,1,0,18,1,0,0,2,1,5,5,3,2,1,2,0,0,1,0,0,0,1,1,1,4,3,4,1,3,5,2,12,12
248,1,0,16,1,1,1,3,3,5,5,2,2,3,2,0,1,1,0,1,1,1,0,0,5,3,2,1,1,4,2,13,14
249,1,0,15,1,1,1,4,4,3,3,2,1,2,2,0,0,0,0,0,1,1,1,1,4,4,4,2,3,5,4,12,11
250,1,1,16,1,1,1,3,3,5,3,1,1,2,1,0,0,0,0,1,1,1,1,0,5,4,2,1,1,5,6,14,14
251,1,0,15,1,1,1,2,1,3,5,2,1,3,3,0,0,1,0,1,1,1,1,0,5,2,2,1,1,4,0,10,12
252,1,0,15,1,1,0,3,3,5,2,2,1,1,4,0,1,0,0,0,1,1,0,0,4,3,3,1,1,4,10,10,10
253,1,1,15,1,1,1,4,4,3,5,3,2,1,1,0,0,1,1,1,0,1,1,0,5,3,3,1,1,5,2,12,13
254,1,1,16,1,1,1,4,4,1,1,1,2,1,2,0,0,1,1,1,1,1,1,1,4,4,5,5,5,5,4,12,11
255,1,0,15,1,1,0,3,3,3,3,1,2,1,2,0,0,0,0,0,0,1,0,1,1,3,2,2,3,1,24,9,8
256,1,0,18,1,0,1,4,3,5,5,1,0,2,2,0,0,1,0,0,1,1,1,1,4,4,5,1,2,2,0,13,14
257,1,0,18,1,1,1,4,3,5,5,2,1,1,4,0,0,1,0,0,1,1,1,0,4,3,3,1,1,3,0,16,17
258,1,0,17,1,1,1,2,3,5,5,3,1,2,2,0,0,0,0,1,1,1,1,1,4,2,1,1,1,3,2,11,12
259,0,1,16,0,1,1,1,2,5,5,3,1,2,2,0,0,0,0,0,1,1,0,0,4,3,3,1,1,5,0,10,11
260,0,0,17,0,1,1,1,1,5,3,2,2,3,1,1,0,1,0,0,1,1,1,1,5,2,1,1,2,1,0,8,8
261,1,0,16,1,1,1,2,2,5,5,1,2,1,2,0,0,1,0,0,0,1,1,0,5,1,5,1,1,4,0,12,12
262,1,0,19,1,1,1,3,3,5,5,2,0,1,4,0,0,1,0,1,1,1,1,0,4,3,3,1,2,3,4,12,12
263,1,1,16,1,1,1,3,3,3,5,1,1,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,1,5,4,13,14
264,1,0,17,1,1,1,3,3,5,5,1,2,1,3,0,0,0,0,1,0,1,0,0,3,2,3,1,1,4,2,15,12
265,1,0,16,1,1,1,3,3,5,5,1,1,1,2,0,0,1,0,0,1,1,0,0,4,3,2,1,2,5,0,11,13
266,1,1,15,0,1,1,4,4,5,5,1,1,4,4,0,0,1,0,1,1,1,1,1,1,3,5,3,5,1,8,12,10
267,0,0,16,0,0,1,2,1,5,5,1,2,1,1,0,0,1,0,0,1,1,1,1,5,4,3,1,1,5,2,10,8
268,1,1,17,0,1,1,3,2,5,5,3,2,2,2,2,1,1,0,0,1,1,1,1,4,4,4,1,4,3,4,7,6
269,1,1,16,1,0,0,3,4,3,5,1,2,1,2,0,1,1,1,1,1,1,1,0,5,3,3,1,1,5,2,12,12
270,1,1,16,1,1,1,3,3,5,3,3,1,1,2,1,0,1,0,0,1,1,1,1,4,5,5,4,4,5,0,10,10
271,0,1,15,0,1,1,1,2,5,3,3,2,3,2,0,0,1,0,1,1,1,0,0,5,5,5,1,3,5,11,9,11
272,0,0,15,0,1,1,1,2,5,3,3,2,2,1,0,0,0,0,0,1,1,0,0,5,1,2,1,1,1,3,11,13
273,1,1,18,0,1,1,4,3,1,3,3,2,1,3,0,0,0,0,0,1,1,1,1,5,3,2,1,2,4,4,15,14
274,1,1,16,1,0,1,4,3,1,5,3,2,1,1,0,0,0,0,1,0,1,1,0,5,4,5,1,1,3,7,14,14
275,1,1,17,0,0,1,1,2,5,5,2,2,1,1,3,0,0,0,0,1,1,0,0,2,2,2,3,3,5,14,9,8
276,1,1,18,1,0,0,3,4,5,5,2,0,1,2,0,0,0,0,1,1,1,1,1,4,3,5,1,4,2,9,13,14
277,1,0,17,1,0,0,3,3,3,5,1,2,1,2,0,1,1,0,0,1,1,1,0,5,3,3,1,1,5,0,12,12
278,1,0,18,1,1,1,2,2,4,5,3,2,4,2,0,0,0,0,1,1,1,0,1,4,2,5,1,1,2,2,10,9
279,0,0,16,0,1,1,2,2,5,5,3,1,3,2,0,0,1,0,0,1,0,1,0,3,4,5,1,2,1,1,9,10
280,1,0,18,1,1,1,3,3,3,3,1,2,1,2,0,0,0,0,1,1,1,1,0,5,3,4,1,1,4,8,10,11
281,1,0,18,0,1,1,3,1,5,5,2,2,1,2,0,0,0,0,1,1,1,1,1,5,3,3,1,1,4,4,8,8
282,1,0,16,1,1,1,4,4,1,3,1,2,1,3,0,0,1,0,1,0,1,1,0,5,3,2,1,1,5,4,15,16
283,1,0,16,1,1,1,4,2,3,5,3,2,1,2,0,0,1,1,0,1,1,1,0,4,2,3,1,1,5,2,16,15
284,1,0,18,1,0,1,4,3,2,3,3,2,2,1,0,0,1,0,0,1,1,1,0,3,2,4,1,4,1,8,12,12
285,0,0,16,1,1,1,2,1,5,3,3,2,1,2,0,0,1,0,1,1,1,1,0,5,3,3,1,1,1,0,14,13
286,0,0,17,0,1,1,2,1,4,5,3,2,3,1,0,0,1,0,1,1,0,0,1,5,5,3,1,1,3,2,9,10
287,1,0,15,1,1,1,2,2,5,5,3,2,1,4,0,1,1,0,0,1,1,1,0,5,1,2,1,1,3,4,10,10
288,1,0,17,1,1,1,1,1,4,5,3,1,1,2,0,0,1,0,0,0,1,1,0,5,3,3,1,1,3,2,9,11
289,0,1,15,1,1,1,3,1,5,3,1,2,2,1,0,0,1,0,0,1,1,0,0,3,2,3,1,3,4,0,10,9
290,1,0,17,1,1,1,1,1,3,1,2,2,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,1,3,0,13,13
291,0,0,17,1,1,1,1,1,5,4,3,2,1,1,0,0,1,0,1,1,1,0,0,4,3,2,1,2,5,9,7,9
292,0,0,15,0,1,1,3,3,5,3,3,1,2,1,0,0,0,0,0,0,1,1,0,4,1,3,1,1,4,0,14,16
293,1,0,18,1,0,0,4,4,2,5,1,2,1,2,0,0,1,1,0,1,1,1,1,4,2,4,1,1,4,0,14,15
294,1,0,16,1,0,1,3,3,5,5,2,2,2,2,0,0,1,0,1,1,1,1,0,4,4,5,1,1,4,0,14,14
295,0,0,18,0,0,1,4,4,5,5,2,2,2,3,0,0,0,0,0,1,1,1,0,5,4,4,1,1,1,0,15,17
296,1,1,15,1,1,1,4,2,2,3,4,2,1,1,0,0,0,0,0,1,1,1,0,2,2,4,2,4,1,0,11,11
297,1,0,18,0,1,1,2,2,5,5,1,2,1,2,0,1,0,0,0,1,1,0,0,3,2,3,1,1,5,4,11,11
298,1,1,16,1,0,1,4,2,1,5,3,2,1,2,0,0,0,0,1,1,1,1,0,4,5,1,1,3,5,0,12,13
299,0,1,18,0,1,1,2,1,5,5,4,2,2,1,0,0,0,0,1,0,1,1,1,4,4,3,1,3,5,0,7,7
300,1,0,15,1,1,1,1,1,4,5,3,2,3,1,0,0,1,0,1,0,1,1,1,4,3,3,1,2,4,6,11,12
301,1,1,17,1,1,1,2,3,5,5,3,1,2,1,0,0,0,0,0,1,1,1,0,5,2,2,1,1,2,2,9,12
302,0,0,17,0,0,0,3,1,5,4,3,0,2,3,0,0,1,1,0,1,0,0,0,4,2,3,2,2,3,5,8,7
303,1,0,17,1,1,1,4,4,1,1,3,2,2,3,0,0,1,0,0,0,1,1,1,4,3,3,1,2,4,4,15,14
304,0,1,16,0,1,1,3,4,5,2,4,2,3,2,0,0,0,0,0,0,1,0,0,3,4,5,1,2,5,4,9,10
305,1,1,17,0,1,1,1,3,5,5,3,1,3,2,1,0,1,0,1,1,1,1,0,5,2,4,1,4,5,14,12,11
306,1,0,17,1,1,1,3,2,5,5,3,1,1,2,0,0,0,0,1,1,1,0,0,5,4,2,1,1,3,4,14,14
307,0,1,15,1,0,0,2,2,5,5,2,2,3,4,0,0,1,0,1,1,1,0,0,5,4,5,2,3,5,8,13,14
308,1,1,15,1,1,1,4,4,2,2,4,1,1,1,0,0,1,1,0,1,1,1,0,5,4,2,1,1,5,0,11,12
309,1,0,16,1,1,1,2,3,3,3,3,2,1,2,0,0,0,0,0,1,1,1,0,4,3,3,1,1,2,6,12,12
310,0,1,18,0,0,1,3,2,3,5,3,2,3,1,0,0,0,0,0,0,1,1,0,4,4,1,3,4,5,4,10,11
311,1,0,16,1,0,1,4,4,1,1,2,2,1,2,0,0,1,0,0,1,1,1,0,4,5,2,1,2,3,0,11,10
312,1,0,18,1,1,1,3,2,3,5,1,2,1,2,0,0,1,0,1,0,1,1,1,3,1,2,1,2,1,4,10,13
313,1,0,18,1,1,1,1,4,5,1,1,2,1,2,0,1,1,0,0,0,1,0,1,3,4,4,1,2,5,2,10,10
314,1,0,17,0,0,1,1,1,4,5,3,2,2,3,0,0,0,0,1,1,1,1,0,4,3,3,1,3,5,4,15,14
315,1,0,16,1,1,1,4,4,3,3,2,2,1,3,0,0,1,0,1,1,1,1,0,3,2,3,1,2,2,10,13,13
316,1,0,15,0,1,1,1,1,5,5,2,2,1,2,0,1,1,0,0,0,1,1,1,3,3,4,2,4,5,2,13,11
317,1,0,18,1,1,1,4,4,1,5,3,2,1,2,0,0,1,0,0,1,1,1,0,4,4,4,3,3,5,0,12,11
318,1,0,17,1,1,1,1,1,5,3,3,1,1,2,0,0,1,0,0,1,1,0,0,4,3,4,1,2,5,4,11,10
319,0,1,16,1,0,1,4,3,5,5,3,1,1,1,0,0,0,0,1,1,1,1,0,4,2,5,1,5,5,8,14,12
320,0,0,16,0,1,1,1,1,4,5,3,1,2,2,3,1,1,0,0,1,1,0,0,3,4,3,1,1,1,0,7,7
321,1,1,17,0,0,0,4,4,1,5,3,2,2,2,0,0,1,0,0,1,1,1,0,3,3,3,2,3,4,0,12,12
322,1,1,15,1,1,1,4,4,3,1,3,1,1,2,0,0,1,0,1,1,1,1,0,4,3,3,1,1,5,0,14,15
323,1,0,17,0,1,1,2,1,4,3,2,2,2,2,0,0,1,0,1,1,1,1,0,4,2,5,1,2,5,0,11,10
324,1,1,15,1,0,1,1,2,5,4,1,1,1,2,0,1,1,0,1,1,1,1,0,4,3,2,1,1,5,0,14,13
325,0,1,18,0,0,1,1,2,4,3,4,1,3,1,0,0,1,0,1,1,0,1,1,4,3,3,2,3,3,3,9,10
326,1,0,15,1,1,1,1,1,5,3,3,1,1,2,0,0,1,0,0,1,1,1,0,4,4,2,1,2,5,0,12,12
327,0,0,15,0,1,1,3,3,4,5,3,2,2,1,0,0,1,0,0,1,1,1,0,5,4,4,2,3,5,4,10,10
328,0,1,17,1,1,1,2,2,5,5,3,2,1,1,1,0,0,0,1,1,1,0,1,1,2,1,2,3,5,0,7,0
329,0,0,17,0,1,1,1,2,5,5,3,2,1,1,0,0,0,0,1,1,1,1,0,3,5,5,1,3,1,4,7,8
330,1,0,17,1,0,1,2,2,3,3,3,1,1,4,0,0,0,0,1,1,1,1,1,3,4,1,1,1,2,2,10,11
331,1,1,16,1,0,1,2,1,4,5,3,2,1,1,1,0,0,0,1,1,1,0,1,4,4,4,3,5,5,6,9,10
332,1,0,17,1,1,1,3,4,3,5,3,2,1,3,0,0,0,0,0,1,1,1,0,4,4,5,1,3,5,8,11,13
333,1,0,15,1,1,1,2,3,5,5,4,1,2,1,0,0,1,0,1,1,1,0,0,3,5,1,1,1,5,4,11,11
334,1,0,17,1,1,1,4,4,1,3,3,2,1,2,0,0,1,1,0,1,1,1,1,5,3,1,1,4,5,2,11,11
335,0,0,16,0,0,1,2,2,5,3,3,1,1,2,0,0,0,0,1,1,1,0,1,5,4,3,1,1,1,0,11,13
336,1,1,17,0,0,1,1,1,5,3,3,2,4,2,0,0,0,0,1,1,0,0,1,5,3,5,1,5,5,0,8,8
337,1,0,18,1,1,1,1,1,5,5,1,2,2,3,0,0,0,0,1,1,1,1,0,4,5,5,1,2,2,0,14,14
338,1,1,15,1,0,1,4,4,2,3,3,1,1,1,0,0,1,0,1,1,1,1,0,4,3,3,1,3,5,0,12,13
339,1,1,15,1,1,1,3,4,5,5,1,2,1,2,0,0,1,0,1,1,1,1,0,5,5,1,1,1,5,0,12,12
340,0,0,17,0,1,1,4,2,5,5,3,2,2,2,0,1,1,0,0,0,1,1,0,4,3,3,2,3,5,0,17,18
341,1,0,18,1,1,1,3,3,5,5,3,2,2,1,1,0,0,0,0,1,0,1,0,4,1,1,1,1,3,14,8,7
342,0,1,18,0,1,1,1,0,4,4,3,0,3,1,1,1,1,0,0,1,1,0,0,4,3,2,1,1,4,0,12,12
343,1,0,15,1,0,1,1,1,4,5,4,2,1,2,0,1,0,0,0,1,1,1,0,4,3,2,2,3,3,6,12,13
344,1,0,16,1,1,0,4,1,5,5,1,2,1,2,0,0,0,0,1,1,1,1,1,5,3,3,1,2,5,0,14,13
345,0,1,16,0,1,1,1,1,4,5,4,1,2,1,0,0,0,0,1,1,1,0,0,3,4,4,3,4,5,6,11,11
346,1,1,15,1,0,0,4,2,2,2,4,1,2,1,0,0,0,0,0,1,1,0,0,5,5,5,3,4,5,4,10,9
347,1,1,16,1,1,1,4,3,1,5,1,2,1,2,0,0,1,1,1,1,1,1,0,3,4,3,2,3,3,4,11,10
348,0,0,16,1,1,1,1,2,5,3,3,2,1,3,1,0,1,0,0,1,1,0,0,1,3,2,1,2,4,3,9,8
349,1,0,18,1,1,1,3,4,5,5,3,2,1,1,0,0,1,0,1,1,1,1,1,5,4,4,1,1,1,4,11,12
350,1,0,16,1,0,1,2,2,3,3,3,2,3,2,0,0,1,0,0,1,1,1,0,4,3,3,2,3,4,0,14,13
351,1,1,18,0,1,1,3,2,5,5,3,2,1,3,0,0,0,0,1,0,1,0,0,5,3,2,1,1,3,2,10,11
352,0,1,18,1,0,1,1,1,5,3,1,1,2,1,0,0,0,0,0,0,1,1,1,3,3,2,1,2,3,2,14,13
353,0,1,16,0,0,0,4,4,4,5,1,2,1,2,0,0,1,0,0,1,1,0,0,5,3,2,1,3,2,5,10,11
354,1,1,18,1,1,1,4,4,1,3,1,2,2,1,0,0,0,0,1,1,1,1,0,3,2,4,1,4,3,6,11,12
355,1,1,16,1,1,1,3,1,5,5,2,1,2,4,0,0,1,0,0,1,1,1,0,4,3,2,1,1,5,2,13,11
356,0,1,17,0,0,1,1,3,5,5,3,1,2,1,0,0,0,0,1,1,1,0,1,5,1,2,3,3,5,2,12,11
357,0,1,17,1,1,1,1,2,5,5,3,1,1,1,1,0,1,0,1,1,0,1,1,5,3,5,5,5,1,12,6,7
358,0,1,16,0,0,1,1,2,5,4,3,2,1,1,0,0,0,0,0,1,1,0,0,4,4,4,2,4,5,4,9,10
359,0,0,16,0,1,1,0,2,5,5,4,2,2,1,0,0,1,0,1,1,1,0,0,3,2,3,1,2,2,0,12,11
360,1,1,22,1,1,1,3,1,3,3,4,2,1,1,3,0,0,0,0,0,0,1,1,5,4,5,5,5,1,12,7,8
361,1,0,18,1,1,1,2,2,4,4,4,2,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,2,2,0,18,18
362,0,0,16,1,1,0,3,2,3,4,3,2,2,2,2,0,1,0,1,1,1,0,1,2,5,5,1,1,1,8,5,5
363,0,1,18,1,0,1,4,4,4,2,1,2,1,4,0,0,1,0,1,1,0,1,1,5,5,5,5,5,5,2,5,6
364,0,1,19,1,1,1,3,2,4,3,3,2,2,1,3,0,0,0,1,1,1,0,0,3,2,1,1,1,3,4,6,11
365,0,0,16,1,1,1,1,2,5,3,3,2,1,3,1,0,1,0,0,1,1,0,0,1,3,2,1,2,4,0,10,8
366,0,1,18,1,0,1,4,4,3,5,2,2,1,1,0,0,1,0,1,1,1,1,0,5,4,5,1,1,5,3,17,17
367,1,0,17,0,1,1,3,4,4,3,3,1,1,3,0,0,1,0,1,0,1,1,0,4,3,4,2,5,5,2,15,15
368,1,1,17,1,0,1,2,2,5,5,1,1,1,2,0,0,0,0,1,0,1,1,1,4,4,2,5,5,4,0,16,16
369,1,1,15,1,1,1,2,3,5,3,3,1,1,1,0,1,1,0,1,0,1,1,1,3,2,2,1,3,3,0,11,11
370,0,0,18,0,1,1,1,1,5,5,1,2,4,3,0,0,0,0,0,1,1,1,0,4,3,2,1,2,4,4,10,11
371,1,1,15,1,1,0,3,4,3,5,3,2,1,2,0,0,1,0,1,1,1,1,0,5,4,4,1,1,1,0,16,16
372,1,1,17,1,1,1,2,1,5,5,1,2,2,1,3,1,1,0,1,1,0,1,0,4,5,1,1,1,3,0,9,9
373,1,1,15,1,0,0,4,4,1,1,3,2,1,1,0,0,0,0,1,1,1,1,0,5,5,3,1,1,4,4,13,14
374,0,0,18,0,0,1,2,2,3,3,3,2,1,2,1,0,1,0,1,1,1,1,0,2,3,3,1,2,4,3,7,6
375,1,1,19,1,0,0,4,3,3,4,2,2,1,2,0,0,1,0,0,1,1,1,0,4,3,1,1,1,1,4,11,13
376,1,1,18,1,1,1,4,2,2,5,2,1,1,2,0,0,1,0,1,1,1,1,1,5,4,5,1,3,5,4,10,12
377,1,0,17,1,1,1,3,1,3,3,3,1,1,3,0,0,1,0,0,0,1,1,0,3,4,3,2,3,5,0,17,18
378,1,0,16,1,1,1,3,3,5,5,1,2,1,3,0,0,1,0,0,1,1,1,1,4,3,3,1,3,4,2,9,11
379,1,1,16,1,0,1,2,2,3,3,2,1,2,1,0,0,1,0,1,1,1,1,0,2,3,3,2,2,2,4,12,11
380,0,0,17,0,1,1,3,1,5,5,3,2,2,2,3,0,1,0,1,0,1,1,1,5,4,4,1,1,5,2,7,9
381,1,0,15,1,1,1,4,4,1,2,2,2,1,2,0,0,1,0,0,1,1,1,0,3,3,3,1,2,2,2,14,14
382,1,1,17,1,0,1,4,4,5,1,1,1,2,1,0,0,0,0,0,1,1,1,0,4,1,1,2,2,5,0,12,13
383,0,0,18,0,0,0,3,2,5,5,3,0,2,3,2,0,1,0,0,0,0,0,1,3,3,2,1,1,2,6,7,9
384,0,1,17,1,1,1,3,3,3,3,1,2,1,1,0,0,1,0,1,1,1,1,0,4,1,4,5,5,3,8,7,10
385,1,0,16,1,0,1,4,4,2,2,4,2,1,3,0,0,1,0,1,1,1,1,1,5,4,5,1,1,4,2,15,15
386,1,1,16,0,1,1,2,1,5,5,3,2,2,1,0,0,0,0,1,0,1,0,0,3,3,2,1,3,3,2,14,13
387,1,1,16,1,0,1,4,3,2,5,1,1,1,1,0,0,0,0,1,1,1,1,0,3,1,3,1,3,5,6,12,12
388,1,0,17,0,1,1,4,4,3,3,2,2,2,3,0,0,1,0,1,1,1,1,0,5,3,4,1,1,5,0,7,7
389,1,0,17,0,0,0,1,4,5,5,3,0,4,1,1,0,1,0,0,1,1,1,0,5,5,4,1,1,5,14,9,9
390,1,0,15,1,1,1,4,4,3,1,4,1,1,2,0,1,1,0,1,0,1,1,0,4,4,4,1,1,3,2,13,12
391,0,0,18,0,1,1,4,4,1,4,2,2,3,1,0,0,1,0,1,1,1,1,1,4,4,3,2,2,5,4,7,9
392,0,1,16,1,1,1,1,1,4,3,1,2,2,2,0,0,1,0,1,1,1,0,1,5,4,5,4,5,3,0,7,0
393,1,1,16,1,1,1,3,4,5,5,3,1,3,1,1,0,1,0,1,0,1,1,0,3,4,5,2,4,2,4,9,9
394,0,0,16,1,1,1,1,1,5,5,3,0,1,4,0,1,1,0,1,1,1,1,0,2,2,1,1,1,5,0,14,14
395,1,0,17,0,1,1,2,1,4,3,3,2,3,2,0,0,0,0,1,1,1,0,0,2,1,1,1,1,3,2,13,13
396,1,0,17,1,1,1,4,4,3,1,1,2,2,1,1,0,1,0,0,1,1,1,0,4,2,4,2,3,2,30,14,15
397,1,1,18,1,0,0,4,4,1,1,2,2,1,2,0,0,1,0,1,1,1,1,0,5,4,3,1,1,2,0,17,17
398,1,0,19,1,0,0,2,3,4,5,1,0,2,1,1,0,0,0,0,1,0,1,0,2,2,3,3,4,5,16,10,11
399,1,0,18,1,1,1,2,3,4,5,3,2,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,2,3,0,11,12
400,1,0,15,1,0,1,4,3,3,3,2,1,1,2,0,1,0,0,1,1,1,1,1,4,4,4,2,4,2,0,13,12
401,1,1,15,1,0,1,3,3,5,5,3,2,1,2,0,0,0,0,1,0,1,1,0,5,3,2,1,1,2,0,13,12
402,1,1,17,1,0,1,1,1,2,5,3,2,2,1,1,0,1,0,1,1,1,1,0,4,4,4,1,2,5,0,9,10
403,1,1,18,1,1,1,2,2,5,3,2,1,1,2,0,0,0,0,0,1,0,1,0,5,5,4,3,5,2,16,8,7
404,0,0,17,0,1,1,2,2,5,5,2,2,2,2,0,0,1,0,1,1,1,0,0,5,3,2,1,1,1,0,15,17
405,0,1,16,0,0,1,4,1,5,4,4,1,1,1,0,0,0,0,0,1,1,1,0,4,1,2,2,1,2,0,10,11
406,0,1,18,0,1,1,1,3,4,5,3,2,2,2,0,0,1,1,0,1,1,0,0,3,3,4,2,4,3,0,8,10
407,0,0,19,0,1,1,2,3,3,5,3,2,1,3,1,0,0,0,1,0,1,1,0,5,4,2,1,2,5,4,10,11
408,1,0,18,0,1,1,1,1,4,5,3,2,3,1,3,0,1,0,1,0,1,0,0,5,2,5,1,5,4,6,11,10
409,1,1,15,1,0,1,4,4,1,5,1,0,1,1,0,0,1,0,0,0,1,1,1,5,4,3,2,4,5,8,10,11
410,1,1,16,1,1,1,2,2,5,5,3,1,1,2,0,0,0,0,0,1,0,1,0,4,3,5,2,4,4,0,9,10
411,1,1,21,0,0,1,1,1,4,5,3,0,2,2,2,0,1,0,1,1,0,1,1,5,3,3,5,2,4,21,9,10
412,1,0,19,0,1,1,3,2,3,3,2,1,1,2,1,1,1,0,0,1,0,1,0,3,3,3,4,3,3,0,9,8
413,1,0,16,0,1,1,1,1,4,5,3,2,4,2,0,0,1,0,0,1,1,0,0,5,1,3,1,1,3,0,14,13
414,1,0,19,1,1,1,4,4,1,5,1,0,1,1,1,0,1,0,0,1,1,1,1,3,2,5,4,4,5,5,9,10
415,0,0,18,0,1,1,2,2,5,5,4,2,2,1,1,0,0,0,0,1,0,1,1,5,5,5,1,1,3,0,8,6
416,0,0,16,1,0,0,2,2,5,5,1,2,1,1,0,0,1,0,0,1,0,0,0,4,3,4,1,2,1,6,7,7
417,1,1,17,1,1,1,2,1,5,5,1,2,1,1,0,0,1,0,0,1,1,1,0,5,4,5,1,2,5,22,9,7
