,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,PG1,PG2
208,1,1,16,1,1,1,3,1,5,5,2,2,1,1,0,0,0,0,1,1,1,0,0,5,3,2,2,2,5,0,13,13
209,1,0,18,1,1,1,1,4,5,1,1,2,1,2,0,1,1,0,0,0,1,0,1,3,4,4,1,2,5,2,10,10
210,0,0,17,0,1,1,4,4,1,3,4,1,2,2,0,0,1,1,1,1,1,1,0,4,3,3,1,2,5,2,12,12
211,0,0,15,0,1,1,3,3,5,3,3,1,2,1,0,0,0,0,0,0,1,1,0,4,1,3,1,1,4,0,14,16
212,1,0,17,1,1,1,3,4,4,3,1,2,1,3,1,0,1,1,0,1,1,1,1,4,4,3,3,4,5,14,8,9
213,1,0,16,1,1,1,4,3,1,2,1,2,1,3,0,1,1,0,1,1,1,1,0,3,4,4,2,4,4,0,14,13
214,1,1,18,1,1,1,1,2,4,5,1,0,2,1,0,0,0,0,0,0,0,1,0,3,4,4,2,4,4,10,10,10
215,0,0,16,0,1,1,4,4,1,1,3,2,2,3,0,0,0,0,1,1,1,1,1,4,2,2,1,1,4,6,16,16
216,1,1,17,1,1,1,4,4,3,1,1,2,1,1,0,0,0,0,0,1,1,1,0,5,2,3,1,2,5,4,13,13
217,1,0,17,1,1,1,3,1,3,3,3,1,1,3,0,0,1,0,0,0,1,1,0,3,4,3,2,3,5,0,17,18
218,1,0,17,1,1,1,2,3,5,5,3,1,2,2,0,0,0,0,1,1,1,1,1,4,2,1,1,1,3,2,11,12
219,1,0,17,1,1,1,3,2,5,5,3,2,1,2,0,0,0,0,1,0,1,1,0,5,3,4,1,3,3,2,17,18
220,0,0,16,0,1,1,2,2,5,5,3,1,3,2,0,0,1,0,0,1,0,1,0,3,4,5,1,2,1,1,9,10
221,1,0,17,1,1,1,4,2,5,5,2,2,2,3,0,0,1,0,0,1,1,1,0,4,3,3,1,1,3,0,16,16
222,0,0,15,0,1,1,1,2,5,3,3,2,2,1,0,0,0,0,0,1,1,0,0,5,1,2,1,1,1,3,11,13
223,0,0,16,1,1,1,2,2,3,5,3,2,1,1,0,0,1,1,1,1,1,0,1,4,2,5,1,2,5,0,17,16
224,1,0,16,1,0,0,3,3,5,3,1,2,1,2,0,0,1,0,0,1,1,1,0,2,3,5,1,4,3,6,13,12
225,0,0,16,1,0,1,2,1,5,3,4,2,1,2,0,0,0,0,0,1,1,1,1,3,2,2,1,1,3,0,14,15
226,1,0,16,1,1,1,3,4,4,5,3,2,1,2,0,0,1,0,0,1,1,1,0,2,4,3,1,2,3,14,12,11
227,0,0,17,1,1,1,0,1,5,4,3,1,2,1,0,0,0,0,1,0,1,0,0,2,4,4,3,5,5,5,9,9
228,1,0,15,1,1,1,4,4,3,4,3,2,1,3,0,0,1,0,1,1,1,1,1,4,3,3,1,1,5,4,13,14
229,1,0,17,0,0,1,1,1,4,5,3,2,2,3,0,0,0,0,1,1,1,1,0,4,3,3,1,3,5,4,15,14
230,0,1,16,0,1,1,3,2,3,5,3,1,2,1,0,0,0,0,0,1,1,1,0,4,5,5,2,3,5,2,11,9
231,1,0,17,1,0,0,2,1,5,5,3,2,3,1,0,0,1,0,0,1,1,1,0,3,2,2,1,2,5,8,11,10
232,1,1,16,1,0,1,1,2,2,3,3,2,2,1,2,0,0,0,0,0,1,1,0,4,4,5,3,5,5,0,9,8
233,0,0,16,1,1,1,4,4,1,3,3,2,2,3,0,0,1,0,0,1,1,1,1,5,3,5,1,4,5,1,10,11
234,1,0,16,1,1,1,4,2,3,5,3,2,1,2,0,0,1,1,0,1,1,1,0,4,2,3,1,1,5,2,16,15
235,1,0,16,1,1,1,2,3,5,5,2,2,1,2,0,1,1,0,1,1,1,0,0,4,4,3,1,3,4,4,11,12
236,1,0,17,1,0,1,0,2,4,4,1,1,2,3,0,0,0,0,0,1,1,1,0,3,3,3,2,3,2,0,14,14
237,0,0,15,1,1,1,2,1,4,5,1,2,1,2,0,1,1,0,0,0,1,1,0,4,4,2,3,3,2,0,9,10
238,0,0,17,0,1,1,2,1,4,5,3,2,3,1,0,0,1,0,1,1,0,0,1,5,5,3,1,1,3,2,9,10
239,0,0,18,1,0,1,2,2,3,3,3,1,2,3,0,0,0,0,0,1,1,1,1,5,4,5,1,4,3,0,11,12
240,0,0,17,1,1,1,3,3,3,3,3,2,2,1,0,0,1,0,0,1,1,1,0,4,4,3,1,1,4,0,11,12
241,1,1,21,0,0,1,1,1,4,5,3,0,2,2,2,0,1,0,1,1,0,1,1,5,3,3,5,2,4,21,9,10
242,0,0,17,0,1,1,1,1,5,5,4,1,1,1,1,0,1,0,0,0,0,1,0,5,4,4,2,2,5,0,6,6
243,1,0,17,1,1,0,4,3,3,3,3,2,1,2,0,0,1,0,0,1,1,1,1,5,2,2,1,2,5,14,15,14
244,1,0,17,1,1,1,2,1,3,5,2,2,1,2,0,0,1,0,1,1,1,1,0,4,3,5,2,4,4,4,12,16
245,1,1,16,1,0,1,2,1,5,5,3,2,1,2,0,0,0,0,1,1,1,1,1,4,2,3,1,2,5,0,13,14
246,0,1,16,1,1,0,1,2,5,5,4,2,1,3,0,1,0,0,0,1,1,1,0,4,4,3,1,1,5,0,10,11
247,1,1,18,0,1,1,3,2,5,5,3,2,1,3,0,0,0,0,1,0,1,0,0,5,3,2,1,1,3,2,10,11
248,1,0,16,1,0,1,4,4,1,1,2,2,1,2,0,0,1,0,0,1,1,1,0,4,5,2,1,2,3,0,11,10
249,1,1,19,1,1,1,4,2,2,5,3,2,2,2,0,0,1,0,1,1,1,1,1,5,4,4,1,1,1,9,11,10
250,1,1,17,0,0,1,1,2,5,5,2,2,1,1,3,0,0,0,0,1,1,0,0,2,2,2,3,3,5,14,9,8
251,0,1,16,0,1,1,2,1,5,3,2,2,2,2,0,0,0,0,1,1,1,1,0,5,2,1,1,1,2,0,8,7
252,1,1,15,1,1,1,4,2,2,3,4,2,1,1,0,0,0,0,0,1,1,1,0,2,2,4,2,4,1,0,11,11
253,1,0,18,1,1,1,2,2,4,4,4,2,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,2,2,0,18,18
254,0,1,15,0,0,1,1,3,4,5,2,1,3,1,0,0,1,0,1,1,1,1,0,4,2,4,3,5,3,2,10,11
255,1,0,17,1,1,1,3,3,4,5,3,2,1,1,0,0,1,1,1,1,1,1,0,4,2,5,2,5,5,2,11,12
256,1,1,17,1,1,1,4,4,1,1,3,2,1,1,0,0,1,0,1,0,1,1,0,4,2,1,1,2,5,6,10,8
257,1,1,17,1,1,1,1,1,5,5,2,1,1,2,0,0,0,0,0,0,1,1,0,4,3,3,1,2,4,0,12,12
258,1,0,16,1,1,1,3,2,5,5,2,2,1,2,0,0,1,0,0,1,1,1,0,1,2,2,1,2,1,8,14,15
259,1,1,18,1,0,1,2,1,4,5,3,2,4,2,0,1,1,0,1,1,1,1,1,4,3,2,4,5,3,2,9,10
260,1,0,15,0,1,1,2,4,3,2,3,2,1,3,0,1,1,0,1,1,1,1,0,4,3,2,1,1,5,2,10,11
261,0,0,17,1,1,1,3,2,4,5,1,2,2,1,0,0,0,0,0,1,1,0,1,4,3,3,2,2,1,5,9,11
262,0,0,18,1,1,1,3,3,5,5,1,2,1,2,0,0,0,0,0,1,1,1,1,4,1,3,1,2,1,1,16,16
263,1,0,16,1,1,1,3,3,5,3,1,2,1,2,0,1,1,0,1,1,1,1,0,4,3,3,2,4,5,4,11,11
264,1,1,16,0,1,1,4,3,3,5,2,2,2,1,0,1,1,1,1,0,1,1,0,3,3,3,1,1,4,6,9,11
265,1,1,17,1,0,0,4,4,2,5,2,2,1,3,0,0,1,0,0,1,1,1,0,4,4,2,1,2,4,2,12,15
266,1,0,16,1,1,1,1,2,5,5,3,2,1,1,0,0,0,0,0,1,0,1,0,5,3,5,1,2,5,4,12,11
267,1,1,16,1,1,1,3,3,5,3,1,1,2,1,0,0,0,0,1,1,1,1,0,5,4,2,1,1,5,6,14,14
268,1,0,17,1,1,1,4,4,3,1,1,2,2,1,1,0,1,0,0,1,1,1,0,4,2,4,2,3,2,30,14,15
269,0,1,16,1,0,1,2,2,3,3,4,2,4,3,0,0,0,0,0,1,1,0,0,5,1,3,2,2,3,0,10,9
270,1,1,16,1,0,1,2,2,5,5,2,2,2,2,0,0,1,0,1,1,1,1,0,5,4,4,2,4,5,2,10,10
271,0,0,16,0,1,1,1,1,4,5,4,2,2,1,0,0,0,0,1,1,1,1,1,4,2,2,4,3,2,0,13,12
272,1,1,17,1,1,1,3,3,5,3,2,2,1,1,0,0,0,0,1,0,1,1,0,4,3,5,3,5,5,0,17,18
273,1,0,17,1,1,1,3,2,2,2,2,1,1,4,0,0,1,0,1,0,1,1,0,5,2,2,1,2,5,0,18,18
274,1,0,16,1,1,0,2,2,5,5,1,2,1,1,1,0,0,0,0,1,1,0,0,5,3,4,1,1,5,12,13,11
275,1,1,17,1,1,1,3,3,2,5,1,2,1,1,0,0,1,0,0,1,1,1,0,4,4,3,1,3,5,0,14,15
276,1,1,16,1,1,1,3,2,5,5,1,2,1,1,0,0,1,0,0,0,1,1,0,5,4,3,1,1,5,4,12,12
277,1,1,18,1,0,1,2,1,3,5,3,2,3,2,1,0,0,0,1,0,0,1,0,4,4,5,4,4,5,4,11,10
278,0,0,17,0,1,1,1,1,4,4,3,1,2,1,0,0,1,0,1,1,0,1,1,3,5,5,2,2,4,3,10,11
279,1,1,15,1,1,0,3,4,3,5,3,2,1,2,0,0,1,0,1,1,1,1,0,5,4,4,1,1,1,0,16,16
280,1,1,18,1,1,1,4,3,1,5,3,2,1,3,0,0,1,0,0,1,1,1,1,5,4,5,2,3,5,0,14,13
281,0,1,19,1,1,1,2,1,4,5,3,0,2,1,3,0,0,0,1,0,0,1,1,4,4,3,1,3,5,4,8,9
282,0,1,16,0,1,1,1,1,4,5,4,1,2,1,0,0,0,0,1,1,1,0,0,3,4,4,3,4,5,6,11,11
283,1,1,17,0,1,1,1,1,5,5,1,1,2,3,0,0,0,0,0,0,1,1,1,4,3,3,1,1,1,2,13,14
284,1,0,17,1,1,1,2,2,5,3,2,1,3,3,0,0,1,0,0,1,1,1,1,4,2,3,1,1,1,8,13,15
285,0,1,17,1,1,1,1,1,5,5,1,2,1,2,0,0,0,1,0,0,1,1,0,4,4,3,2,4,5,4,8,9
286,0,1,18,1,0,1,1,1,5,3,1,1,2,1,0,0,0,0,0,0,1,1,1,3,3,2,1,2,3,2,14,13
287,1,1,16,1,1,1,2,3,5,5,3,2,2,3,0,0,1,0,0,0,1,1,1,3,2,3,2,2,1,4,13,12
288,1,1,17,1,1,1,2,2,5,5,1,1,2,1,0,0,0,0,0,1,0,1,0,4,4,4,2,3,4,8,8,8
289,0,0,15,0,0,1,2,1,4,5,1,2,2,1,0,0,0,0,0,1,0,0,0,1,3,4,1,1,1,0,6,8
290,0,0,17,1,1,1,4,4,2,2,3,1,1,2,0,0,1,0,0,1,1,1,0,5,2,5,1,1,5,0,13,15
291,1,1,16,1,1,1,3,4,5,5,3,1,3,1,1,0,1,0,1,0,1,1,0,3,4,5,2,4,2,4,9,9
292,0,1,17,1,1,1,3,4,3,5,4,2,1,2,1,0,1,0,1,0,1,1,1,5,4,4,3,4,5,8,8,9
293,1,1,19,0,0,1,2,1,4,3,3,2,2,3,1,0,0,0,1,1,1,1,1,4,3,1,1,1,5,0,9,10
294,0,0,17,0,1,1,1,1,5,3,2,2,3,1,1,0,1,0,0,1,1,1,1,5,2,1,1,2,1,0,8,8
295,1,0,16,0,1,1,1,1,4,5,3,2,4,2,0,0,1,0,0,1,1,0,0,5,1,3,1,1,3,0,14,13
296,1,0,15,1,0,0,3,4,5,5,1,2,1,2,0,1,0,0,1,1,1,1,1,5,3,2,1,1,1,0,10,11
297,1,0,18,1,1,1,2,1,5,5,2,2,2,2,0,0,0,0,1,1,1,1,1,4,3,1,1,1,5,10,12,13
298,0,1,17,0,0,1,1,3,5,5,3,1,2,1,0,0,0,0,1,1,1,0,1,5,1,2,3,3,5,2,12,11
299,0,0,16,1,1,1,1,1,4,5,3,1,1,2,0,0,1,0,0,0,1,0,1,5,4,3,2,1,2,0,13,14
300,0,0,17,0,1,1,2,2,4,5,3,2,2,2,0,0,1,0,0,1,1,1,0,4,3,5,1,2,4,0,11,10
301,1,0,16,1,1,0,3,4,3,5,3,1,1,1,0,0,0,0,0,1,1,1,0,3,2,1,1,4,5,12,15,13
302,1,0,18,1,1,1,2,1,3,5,2,2,1,2,3,0,1,0,1,1,0,1,1,5,4,5,1,3,5,10,10,9
303,0,1,17,1,1,1,3,3,3,3,1,2,1,1,0,0,1,0,1,1,1,1,0,4,1,4,5,5,3,8,7,10
304,1,0,18,1,1,1,3,2,5,3,4,2,1,3,0,0,0,0,0,1,1,1,1,5,4,3,2,3,1,4,14,16
305,1,1,18,1,1,1,2,2,5,5,2,2,1,1,0,0,0,0,0,0,1,1,0,5,4,2,1,2,5,6,15,14
306,0,1,16,1,1,1,4,4,5,1,3,1,1,2,0,0,1,0,1,1,1,0,1,4,3,1,1,1,3,0,13,12
307,0,0,17,0,1,1,3,1,5,5,3,2,2,2,3,0,1,0,1,0,1,1,1,5,4,4,1,1,5,2,7,9
308,0,0,18,1,0,1,1,1,5,4,2,2,2,2,0,1,0,0,0,1,1,0,0,2,3,5,1,4,3,8,9,8
309,1,1,18,1,1,1,4,4,5,5,3,2,1,3,0,0,0,0,1,1,1,1,0,4,3,3,2,2,3,0,13,14
310,1,0,18,1,1,1,4,4,2,2,2,1,1,2,1,1,1,0,1,1,1,1,1,2,4,4,1,1,4,2,14,12
311,1,0,18,1,1,1,3,2,3,5,1,2,1,2,0,0,1,0,1,0,1,1,1,3,1,2,1,2,1,4,10,13
312,0,0,18,1,1,1,2,2,5,5,3,2,2,2,0,0,1,0,0,0,1,1,1,1,3,1,1,1,2,4,8,8
313,0,0,18,1,0,0,1,2,4,5,2,2,2,2,0,0,0,0,0,1,1,1,0,4,4,3,1,2,4,0,12,13
314,1,1,15,1,1,1,4,2,1,5,1,2,1,2,0,0,1,0,0,1,1,0,0,4,3,3,2,2,5,4,11,12
315,0,1,17,0,0,1,1,2,4,3,2,2,1,1,0,0,1,0,1,1,1,1,0,5,5,5,5,5,3,4,10,11
316,1,1,15,1,1,1,4,3,1,5,3,2,2,2,0,0,1,0,0,1,1,1,0,5,4,3,1,2,3,0,12,12
317,1,0,15,1,1,1,4,4,3,3,2,1,2,2,0,0,0,0,0,1,1,1,1,4,4,4,2,3,5,4,12,11
318,0,0,16,0,1,1,0,2,5,5,4,2,2,1,0,0,1,0,1,1,1,0,0,3,2,3,1,2,2,0,12,11
319,1,0,17,1,1,1,2,4,3,3,2,1,1,2,0,0,1,0,1,1,1,0,0,5,4,2,2,3,5,0,17,18
320,0,0,17,1,1,1,4,3,1,5,4,2,2,2,0,0,0,0,0,1,1,1,0,5,5,4,1,1,1,0,6,9
321,0,0,18,1,1,1,3,3,3,3,3,1,1,2,0,0,1,0,0,1,1,0,1,5,3,4,1,1,5,0,10,10
322,1,1,16,1,1,1,2,3,5,5,1,1,2,1,0,0,0,0,0,1,1,1,0,5,3,3,1,1,3,0,13,12
323,0,0,16,1,1,0,3,2,3,4,3,2,2,2,2,0,1,0,1,1,1,0,1,2,5,5,1,1,1,8,5,5
324,1,0,18,0,1,1,4,4,1,5,2,2,2,2,0,0,0,0,1,1,1,1,0,4,3,4,2,2,4,8,10,11
325,1,1,17,0,1,1,3,2,5,5,3,2,2,2,2,1,1,0,0,1,1,1,1,4,4,4,1,4,3,4,7,6
326,0,1,16,0,0,0,4,4,4,5,1,2,1,2,0,0,1,0,0,1,1,0,0,5,3,2,1,3,2,5,10,11
327,0,0,20,1,1,1,3,3,4,3,4,2,2,2,1,0,0,0,1,1,1,1,1,3,3,4,2,4,3,8,11,9
328,1,0,17,0,1,1,2,1,4,3,3,2,3,2,0,0,0,0,1,1,1,0,0,2,1,1,1,1,3,2,13,13
329,0,1,15,1,1,1,3,1,5,3,1,2,2,1,0,0,1,0,0,1,1,0,0,3,2,3,1,3,4,0,10,9
330,1,1,16,1,1,1,2,1,4,5,3,2,4,1,0,0,0,0,0,1,1,0,0,3,2,1,1,1,2,4,9,9
331,1,0,16,1,1,1,3,3,5,5,1,1,1,2,0,0,1,0,0,1,1,0,0,4,3,2,1,2,5,0,11,13
332,0,1,17,0,1,1,1,1,5,3,3,2,2,1,0,0,1,0,1,0,1,1,1,4,5,5,1,3,2,0,10,9
333,1,0,16,1,1,1,3,3,5,5,2,2,3,2,0,1,1,0,1,1,1,0,0,5,3,2,1,1,4,2,13,14
334,1,0,16,1,1,1,2,2,3,5,2,2,2,2,0,0,0,0,1,0,1,1,0,3,4,4,1,4,5,0,13,12
335,1,0,17,1,1,1,1,1,3,1,2,2,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,1,3,0,13,13
336,0,1,18,0,1,1,4,2,5,5,1,1,2,1,1,0,0,1,0,1,1,0,0,5,4,3,4,3,3,0,7,7
337,1,1,18,0,1,1,4,3,1,3,3,2,1,3,0,0,0,0,0,1,1,1,1,5,3,2,1,2,4,4,15,14
338,1,0,17,0,1,1,3,4,4,3,3,1,1,3,0,0,1,0,1,0,1,1,0,4,3,4,2,5,5,2,15,15
339,1,1,17,1,1,1,2,1,5,5,1,2,2,1,3,1,1,0,1,1,0,1,0,4,5,1,1,1,3,0,9,9
340,1,0,15,1,1,1,1,1,5,3,3,1,1,2,0,0,1,0,0,1,1,1,0,4,4,2,1,2,5,0,12,12
341,1,0,16,1,1,1,4,4,2,2,2,2,1,2,0,0,1,0,0,1,1,1,1,4,4,2,1,1,3,0,16,16
342,1,0,16,1,1,1,2,3,3,1,4,2,1,2,0,1,0,0,0,1,1,1,0,2,3,1,1,1,3,0,13,13
343,1,0,18,1,1,1,3,3,5,5,3,2,2,1,1,0,0,0,0,1,0,1,0,4,1,1,1,1,3,14,8,7
344,0,0,18,0,0,0,1,2,4,5,3,2,3,2,0,0,0,0,0,1,1,0,1,4,3,4,1,4,5,0,16,15
345,0,0,15,0,1,1,1,1,4,4,3,1,3,2,0,0,1,0,0,1,1,0,0,4,2,1,1,2,2,0,13,14
346,1,0,17,1,1,1,4,4,5,1,3,2,1,1,0,1,1,0,0,1,1,0,1,4,2,1,1,1,4,0,13,13
347,1,0,16,1,1,1,4,4,1,3,1,2,1,3,0,0,1,0,1,0,1,1,0,5,3,2,1,1,5,4,15,16
348,1,0,15,1,1,1,3,2,3,5,1,2,2,2,0,1,1,0,0,1,1,1,0,4,3,5,1,1,2,16,11,10
349,0,0,18,1,0,1,3,1,1,3,3,2,1,2,0,0,1,0,0,1,1,1,0,4,3,4,1,1,1,4,15,15
350,1,0,16,1,0,1,3,1,5,5,1,1,1,2,0,1,1,0,0,1,1,0,0,3,3,3,2,3,2,0,12,13
351,1,0,17,1,1,1,2,2,3,3,2,2,1,2,0,0,1,0,1,1,1,1,0,4,3,4,1,3,4,0,13,17
352,1,0,15,0,1,1,2,2,4,5,2,2,1,1,0,1,1,0,1,1,1,0,0,4,3,1,1,1,2,8,14,13
353,1,0,17,1,0,1,4,2,1,3,2,2,1,4,0,0,1,0,1,1,1,1,0,4,2,3,1,1,4,2,14,15
354,1,1,18,1,1,1,4,4,1,3,1,2,2,1,0,0,0,0,1,1,1,1,0,3,2,4,1,4,3,6,11,12
355,1,1,16,1,1,1,4,4,3,3,4,2,1,1,0,1,1,0,1,1,1,1,0,4,5,5,5,5,4,12,9,9
356,1,1,17,0,1,1,2,2,5,3,4,2,2,1,0,0,0,0,0,0,0,0,0,5,2,2,1,1,4,0,9,10
357,1,1,17,1,1,1,3,2,3,3,3,2,2,1,3,0,1,0,1,0,0,0,0,4,5,2,1,1,2,10,8,7
358,1,1,16,1,1,1,3,3,3,5,1,1,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,1,5,4,13,14
359,0,1,18,0,0,1,3,2,3,5,3,2,3,1,0,0,0,0,0,0,1,1,0,4,4,1,3,4,5,4,10,11
360,0,1,17,0,0,1,2,2,3,3,4,2,3,4,1,0,1,0,0,1,1,0,0,1,3,5,3,5,3,2,10,8
361,0,0,18,0,1,1,2,2,3,5,1,2,2,3,0,0,0,0,0,1,1,1,1,4,2,1,1,1,4,5,14,14
362,0,0,17,0,1,1,2,2,5,5,2,2,2,2,0,0,1,0,1,1,1,0,0,5,3,2,1,1,1,0,15,17
363,1,0,17,1,1,1,2,4,4,2,2,2,2,2,0,0,1,0,0,1,1,1,1,4,3,3,1,1,1,6,15,16
364,1,0,18,1,0,0,2,1,5,5,3,2,1,2,0,0,1,0,0,0,1,1,1,4,3,4,1,3,5,2,12,12
365,1,1,15,1,1,1,3,4,3,3,1,1,1,1,0,1,0,0,0,1,1,1,0,5,5,5,3,2,5,2,9,9
366,0,0,15,0,1,1,1,1,4,5,1,1,2,2,0,0,1,0,1,1,1,1,0,4,3,3,1,1,2,1,11,10
367,1,1,17,1,1,1,3,3,5,5,2,1,1,2,0,0,0,0,1,0,1,1,0,4,3,4,1,4,4,4,11,9
368,0,1,18,1,0,1,4,4,3,5,2,2,1,1,0,0,1,0,1,1,1,1,0,5,4,5,1,1,5,3,17,17
369,1,1,17,0,0,1,1,1,5,3,3,2,4,2,0,0,0,0,1,1,0,0,1,5,3,5,1,5,5,0,8,8
370,0,0,18,1,0,1,1,1,4,3,3,1,2,3,0,0,0,0,0,1,1,1,0,5,3,2,1,1,4,0,19,17
371,0,1,17,0,1,1,2,2,5,5,3,2,2,1,0,0,0,0,1,1,0,0,1,5,5,5,3,5,5,0,8,13
372,1,1,15,1,1,1,4,4,5,1,2,1,2,2,0,0,1,0,1,1,1,0,0,4,4,3,1,1,2,4,16,15
373,1,1,16,1,0,1,4,2,1,5,3,2,1,2,0,0,0,0,1,1,1,1,0,4,5,1,1,3,5,0,12,13
374,0,0,16,0,0,1,1,2,4,5,3,2,1,2,0,0,0,0,1,1,0,1,0,4,4,5,1,3,3,0,8,9
375,0,1,16,1,0,1,2,1,4,3,3,2,2,1,0,0,1,0,1,1,1,1,0,2,4,3,2,3,4,4,10,8
376,1,0,18,1,1,1,2,3,5,3,2,1,1,4,0,0,1,0,1,1,1,1,1,4,5,5,1,3,2,10,16,16
377,1,1,17,1,1,1,2,3,5,5,3,1,2,1,0,0,0,0,0,1,1,1,0,5,2,2,1,1,2,2,9,12
378,0,0,15,0,1,1,4,4,1,5,3,2,2,1,0,0,0,0,0,1,1,1,1,1,5,1,3,5,5,0,13,14
379,0,0,18,0,1,1,2,2,5,5,4,2,2,1,1,0,0,0,0,1,0,1,1,5,5,5,1,1,3,0,8,6
380,1,0,18,1,1,1,4,3,5,5,3,2,1,3,0,0,1,0,1,1,1,1,1,4,3,4,1,1,5,2,14,15
381,1,1,18,1,0,1,2,2,3,3,2,2,1,2,0,0,1,0,1,0,0,1,0,4,4,4,1,3,3,11,9,11
382,1,1,16,1,0,1,2,2,3,3,2,1,2,1,0,0,1,0,1,1,1,1,0,2,3,3,2,2,2,4,12,11
383,1,1,15,1,1,1,4,3,1,5,2,2,1,2,0,0,0,0,0,1,1,1,0,4,4,1,1,1,1,0,12,13
384,1,1,17,1,1,1,3,3,3,3,4,2,1,2,0,0,1,0,1,1,1,1,1,4,3,4,2,3,4,6,11,13
385,0,1,15,1,0,0,2,1,3,3,3,2,1,1,0,0,0,0,1,1,1,1,0,4,3,3,1,2,5,11,12,13
386,1,1,18,1,0,1,4,4,5,5,2,1,1,1,0,0,1,0,0,1,1,1,0,4,2,5,3,4,5,2,8,9
387,1,0,19,1,1,1,3,3,5,3,1,0,1,2,0,0,1,0,1,1,1,1,0,4,3,5,3,3,5,16,11,12
388,1,1,17,0,1,1,2,2,5,5,3,1,2,2,0,0,1,0,1,1,1,1,0,4,5,2,1,1,1,0,12,13
389,1,1,16,1,1,1,4,4,2,5,2,1,1,2,0,0,1,0,1,1,1,1,0,4,2,4,2,4,1,0,13,13
390,1,0,15,1,1,1,2,3,5,5,4,1,2,1,0,0,1,0,1,1,1,0,0,3,5,1,1,1,5,4,11,11
391,1,1,16,1,1,1,4,4,3,1,4,1,1,3,0,0,1,0,1,1,1,1,1,4,4,3,1,1,4,0,16,16
392,1,1,16,1,0,0,4,4,1,2,2,2,1,2,0,0,1,0,0,1,1,0,0,4,1,3,3,5,5,6,9,9
393,1,1,16,1,0,1,1,1,3,5,3,2,1,2,2,0,0,0,0,1,1,0,1,4,4,4,1,3,5,0,10,10
394,0,1,19,0,1,1,1,1,5,5,1,0,3,1,1,0,1,0,0,1,1,1,0,4,4,4,3,3,5,4,8,9
395,0,1,18,0,1,1,1,0,4,4,3,0,3,1,1,1,1,0,0,1,1,0,0,4,3,2,1,1,4,0,12,12
396,1,0,20,0,1,1,1,1,5,5,2,0,2,3,0,0,0,0,0,1,1,1,1,3,2,2,1,3,3,8,11,15
397,1,1,18,1,0,0,4,4,1,1,2,2,1,2,0,0,1,0,1,1,1,1,0,5,4,3,1,1,2,0,17,17
398,0,1,18,0,1,1,1,1,3,5,3,0,2,1,1,0,1,0,0,1,0,1,1,5,3,3,2,3,5,2,9,7
399,1,1,16,1,1,1,4,3,2,3,2,2,1,4,0,0,0,0,1,1,1,1,0,4,2,2,1,1,2,2,17,17
400,1,0,17,1,1,1,1,1,4,3,3,2,1,2,0,0,0,0,1,1,1,1,0,5,3,3,1,1,3,0,12,11
401,1,1,15,1,1,1,2,3,5,5,1,2,1,3,0,1,0,0,0,0,1,1,0,5,3,2,1,2,5,2,10,9
402,0,1,18,1,0,1,1,3,4,3,3,2,1,1,0,0,0,0,0,1,0,1,1,4,3,3,2,3,3,0,9,10
403,0,0,16,1,1,1,1,1,5,5,3,0,1,4,0,1,1,0,1,1,1,1,0,2,2,1,1,1,5,0,14,14
404,0,0,16,0,0,1,2,2,5,5,1,1,3,1,0,0,1,0,1,1,1,0,1,4,3,2,1,1,4,0,14,14
405,1,0,18,1,1,0,3,2,5,3,3,0,1,3,0,0,1,0,1,0,1,1,1,4,3,3,5,1,5,10,12,11
406,0,1,17,1,1,1,1,1,4,3,4,2,3,2,0,0,0,0,0,1,1,1,1,5,1,3,3,3,1,0,10,10
407,1,1,18,1,0,1,4,3,1,3,3,2,2,1,0,0,0,0,1,1,1,1,0,4,2,3,1,2,1,0,10,10
408,0,0,16,1,1,1,3,1,5,5,3,2,1,1,0,0,0,0,1,1,1,1,0,3,1,3,1,3,1,0,8,6
409,0,1,15,0,0,1,4,1,2,3,2,1,1,2,0,0,1,0,1,1,1,1,0,5,3,4,1,2,2,0,12,13
410,0,1,17,1,0,1,4,4,5,3,1,2,1,3,0,0,1,0,0,1,1,1,0,4,4,3,1,2,5,0,15,14
411,1,1,16,0,1,1,4,2,1,3,4,2,1,1,0,0,1,0,1,1,1,1,1,4,3,3,3,4,3,8,10,9
412,1,1,17,1,0,1,4,3,1,5,3,2,2,2,0,0,0,0,1,1,1,1,0,4,4,4,4,4,4,0,10,11
413,0,1,18,1,0,1,4,4,4,2,1,2,1,4,0,0,1,0,1,1,0,1,1,5,5,5,5,5,5,2,5,6
414,0,1,17,1,1,1,3,3,2,5,3,2,2,2,1,0,1,0,0,1,1,1,0,4,5,4,2,3,3,4,8,9
415,1,0,18,1,0,1,4,3,5,5,1,0,2,2,0,0,1,0,0,1,1,1,1,4,4,5,1,2,2,0,13,14
416,0,1,17,0,1,1,2,2,5,5,3,2,3,1,1,0,1,0,0,0,1,1,0,4,4,5,1,2,5,0,10,9
417,0,0,18,0,1,1,2,2,4,5,3,2,3,2,1,0,0,0,1,1,1,0,1,4,3,3,1,1,4,0,9,0
